sku,name,description,type,category_id,subcat_id,s_price,rental_price,deposit,qty,images
SET461,"Buy Pearl Paradise EnsembleBuy Pearl Paradise Ensemble",,jewellery,2,0,10900,3270,10900,1,https://srishringarr.com/yn/uploads/2026/04/SET461_1777552781_69f34d8dae444.jpg
SET464,"Buy Celestial Celebration Set",,jewellery,2,0,14100,4230,14100,1,https://srishringarr.com/yn/uploads/2026/04/SET464_1777552781_69f34d8d8228e.jpg
SET394,"Buy Enchanted Evening American Diamond Necklace Set",,jewellery,2,0,9240,2772,9240,1,https://srishringarr.com/yn/uploads/2026/04/SET394_1777552781_69f34d8d5413f.jpg
SET395,"Buy Luxe Crystal American Diamond Necklace Set",,jewellery,2,0,9940,2982,9940,1,https://srishringarr.com/yn/uploads/2026/04/SET395_1777552781_69f34d8d22e6a.jpg
SET23,"Buy Radiant Reflections American Diamond Necklace Set",,jewellery,2,0,20000,6000,20000,1,https://srishringarr.com/yn/uploads/2026/04/SET23_1777552780_69f34d8cdf4ab.jpg
N455AON,"Buy Emerald Coloured Stone Semi Precious Jewellery",,jewellery,6,0,1850,555,1850,8,https://srishringarr.com/yn/uploads/2026/04/N455AON_1777552740_69f34d644f9f5.jpg
N452ON,"Buy Kundan Polki Bridal Set",,jewellery,3,0,950,285,950,1,https://srishringarr.com/yn/uploads/2026/04/N452ON_1777552739_69f34d63c4ca7.jpg
N444ON,"Buy Kundan Bridal Kundan Set",,jewellery,3,0,2000,600,2000,1,https://srishringarr.com/yn/uploads/2026/04/N444ON_1777552738_69f34d621b0ae.jpg
N352ON,"Buy Pearl Kundan Bridal Opulence",,jewellery,3,0,1000,300,1000,75,https://srishringarr.com/yn/uploads/2026/04/N352ON_1777552736_69f34d603ba86.jpg
N366ON,"Buy Divine Kundan Bridal Delight",,jewellery,3,0,200,60,200,2,https://srishringarr.com/yn/uploads/2026/04/N366ON_1777552735_69f34d5fe5f71.jpg
N345CS,"Buy Stunning Kundan Bridal Opulence",,jewellery,3,0,150,45,150,3,https://srishringarr.com/yn/uploads/2026/04/N345CS_1777552735_69f34d5f832e2.jpg
N340ON,"Buy Pearl Kundan Bridal Elegance",,jewellery,3,0,250,75,250,1,https://srishringarr.com/yn/uploads/2026/04/N340ON_1777552735_69f34d5f48e07.jpg
N312AON,"Buy Radiant Kundan Temple Jewelry","1) Fancy Micro Gold Polished Semi Precious Kundan & Pearl Necklace set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with Anarkali, Lehengas, Gowns or Sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace & earrings are studded with Semi Precious Kundan & Pearl giving it a real look.
6) Give a rich yet elegant touch to your attire.
7) This set has been intricately designed for all the jewellery lovers.",jewellery,3,0,500,150,500,4,https://srishringarr.com/yn/uploads/2026/04/N312AON_1777552733_69f34d5dd4965.jpg
K95ARON,"Buy Gold Beads White Stone Kundan Jewelry Set","Sri Shringarr Womens Real Look Jewellery Necklace Set. If you want to mesmerize those beholders at the next wedding or engagement party, then this jewel set from Sri Shringarr is what you need. Featuring attractive designs, this jewel set can look elegant and stylish when worn with anarkali, lehengas, and sarees. So enhance your style quotient on almost any occasion by wearing this jewel set. This necklace is studded with Rado light, gold pearl hanging. Comes gold plated with enamel work and micro polished. It has copper metal base, give a rich yet elegant touch to your attire. Dori attached for locking. The set has matching earrings, with similar pattern as the necklace",jewellery,3,0,15000,4500,15000,1,https://srishringarr.com/yn/uploads/2026/04/K95ARON_1777552726_69f34d56be873.jpg
EAR350,,"1) Womens Real Look, Traditional Micro Gold Polished, American Diamond Earrings designed by Yosshita & Neha.
2) Look feminine and elegant by wearing these beautiful Earrings.
3) Featuring attractive designs, these Earrings can look elegant and stylish when worn with anarkali, lehengas, gowns or saris.
4) So enhance your style quotient on almost any occasion by wearing these Earrings.
5) These Earrings are studded with White Coloured American Diamond stones.
6) Comes micro Gold polished.
7) It has Brass metal base.
8) Give a rich yet elegant touch to your attire.
9) Screw for locking.
10) These Earrings have been intricately designed for all the jewellery lovers.",jewellery,74,0,4500,1350,4500,1,https://srishringarr.com/yn/uploads/2026/04/EAR350_1777552725_69f34d55b0ce5.jpg
PEN171,"cz/ad pendent set",,jewellery,24,0,5000,1500,5000,1,https://srishringarr.com/yn/uploads/2026/04/PEN171_1777552725_69f34d5500e58.jpg
SET264,"Buy Celestial Crystal American Diamond Necklace Set",,jewellery,2,0,10000,3000,10000,1,"https://srishringarr.com/yn/uploads/2026/04/SET264_1777552411_69f34c1b2ac94.jpg,https://srishringarr.com/yn/uploads/2026/04/SET264_1777552881_69f34df11fce6.jpg,https://srishringarr.com/yn/uploads/2026/04/SET264_1777554994_69f35632d5594.jpg,https://srishringarr.com/yn/uploads/2026/04/SET264_1777555078_69f35686ccafa.jpg,https://srishringarr.com/yn/uploads/2026/04/SET264_1777555627_69f358ab1d90c.jpg,https://srishringarr.com/yn/uploads/2026/04/SET264_1777556337_69f35b710097b.jpg"
SET265,"Buy Alluring American Diamond Necklace Set",,jewellery,2,0,5000,1500,5000,1,"https://srishringarr.com/yn/uploads/2026/04/SET265_1777552410_69f34c1a68461.jpg,https://srishringarr.com/yn/uploads/2026/04/SET265_1777552880_69f34df0ebab9.jpg,https://srishringarr.com/yn/uploads/2026/04/SET265_1777554994_69f35632b99c0.jpg,https://srishringarr.com/yn/uploads/2026/04/SET265_1777555078_69f35686b1576.jpg,https://srishringarr.com/yn/uploads/2026/04/SET265_1777555626_69f358aaba26b.jpg,https://srishringarr.com/yn/uploads/2026/04/SET265_1777556336_69f35b7084c30.jpg"
SET395A,"Buy Divine Diamond Dazzle American Diamond Necklace Set",,jewellery,2,0,9940,2982,9940,1,"https://srishringarr.com/yn/uploads/2026/04/SET395A_1777552409_69f34c192dffd.jpg,https://srishringarr.com/yn/uploads/2026/04/SET395A_1777552880_69f34df08d18b.jpg,https://srishringarr.com/yn/uploads/2026/04/SET395A_1777554994_69f356327fa3d.jpg,https://srishringarr.com/yn/uploads/2026/04/SET395A_1777555078_69f3568676335.jpg,https://srishringarr.com/yn/uploads/2026/04/SET395A_1777555625_69f358a9bd3d6.jpg,https://srishringarr.com/yn/uploads/2026/04/SET395A_1777556335_69f35b6fb1a42.jpg"
SET396,"Buy Regal Sparkle American Diamond Necklace Set",,jewellery,2,0,19730,5919,19730,1,"https://srishringarr.com/yn/uploads/2026/04/SET396_1777552408_69f34c18e0146.jpg,https://srishringarr.com/yn/uploads/2026/04/SET396_1777552880_69f34df05ee63.jpg,https://srishringarr.com/yn/uploads/2026/04/SET396_1777554994_69f35632665b5.jpg,https://srishringarr.com/yn/uploads/2026/04/SET396_1777555078_69f3568644782.jpg,https://srishringarr.com/yn/uploads/2026/04/SET396_1777555624_69f358a8d9d7e.jpg,https://srishringarr.com/yn/uploads/2026/04/SET396_1777556335_69f35b6f1d4cf.jpg"
SET263,"Buy Radiant Rosewood American Diamond Necklace Set",,jewellery,2,0,5000,1500,5000,1,"https://srishringarr.com/yn/uploads/2026/04/SET263_1777552408_69f34c18976ee.jpg,https://srishringarr.com/yn/uploads/2026/04/SET263_1777552879_69f34defb33e5.jpg,https://srishringarr.com/yn/uploads/2026/04/SET263_1777554993_69f35631dfaf5.jpg,https://srishringarr.com/yn/uploads/2026/04/SET263_1777555078_69f35686234f3.jpg,https://srishringarr.com/yn/uploads/2026/04/SET263_1777555624_69f358a87eea6.jpg,https://srishringarr.com/yn/uploads/2026/04/SET263_1777556334_69f35b6ed1382.jpg"
K130B,"Buy Royal Style Antique Kundan Bridal Jewelry Set","1) Womens Real Look, Traditional Micro Gold Polished Semi Precious Polki/Kundan Necklace Set designed by Yosshita & Neha.
2) This Necklace Set will compliment any Traditional or Modern attire. The color compliments all outfits & may be worn as a statement piece to any occasion. Once you wear this Jewellery Set, you will look no less than a DIVA. Ideal Necklace Jewellery Set for Party and Festive wear.
3) Featuring attractive designs, this Necklace set can look elegant and stylish when worn with anarkali, lehengas and sarees.
4) So enhance your style quotient on almost any occasion by wearing this set.
5) This necklace, maangtikka & earrings are studded with White & Rhodolite Semi precious kundan/polki with pearl drops & green enamel work giving it a real look.
6) Comes with micro gold polished.
7) It has copper metal base.
8) Give a rich yet elegant touch to your attire.
9) This set has been intricately designed for all the jewellery lovers.",jewellery,1,0,20000,6000,20000,1,"https://srishringarr.com/yn/uploads/2026/05/K130B_1880.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1881.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1882.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1883.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1884.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1885.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1886.jpg,https://srishringarr.com/yn/uploads/2026/05/K130B_1887.jpg"
SET806A,"DIAMOND SET","CUBIC ZERCONIA SET",jewellery,1,2,0,0,0,1,https://srishringarr.com/yn/uploads/2025/09/SET806A_1757591218_2.png
pen165,"Buy Simple Tops Pendant Set",,jewellery,63,0,700,210,700,1,"https://srishringarr.com/yn/uploads/2026/04/PEN165_1777552704_69f34d40197e0.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777554927_69f355ef9588e.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777555010_69f356429e4cb.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777555548_69f3585cdba4c.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777555669_69f358d565588.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777555721_69f359097b5b8.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777556267_69f35b2b253d5.jpg,https://srishringarr.com/yn/uploads/2026/04/PEN165_1777556292_69f35b44467b4.jpg,https://srishringarr.com/yn/uploads/2025/07/pen165_686d346b3fb24.jpg"
ring137on,"Minimalist Three Finger Finger Ring",,jewellery,18,0,500,150,500,8,"https://srishringarr.com/yn/uploads/2026/04/RING137ON_1777556315_69f35b5bb9256.jpg,https://srishringarr.com/yn/uploads/2026/04/RING137ON_1777555594_69f3588a9ca93.jpg,https://srishringarr.com/yn/uploads/2026/04/RING137ON_1777555056_69f356706252f.jpg,https://srishringarr.com/yn/uploads/2026/04/RING137ON_1777554963_69f3561340d23.jpg,https://srishringarr.com/yn/uploads/2026/04/RING137ON_1777552822_69f34db689324.jpg,https://srishringarr.com/yn/uploads/2025/07/ring137on_686d346a6d55a.jpg,https://srishringarr.com/yn/uploads/2025/07/ring137on_686d346a80ee9.jpg,https://srishringarr.com/yn/uploads/2025/07/ring137on_686d346a9bfb5.jpg,https://srishringarr.com/yn/uploads/2025/07/ring137on_686d346aafa4a.jpg,https://srishringarr.com/yn/uploads/2025/07/ring137on_686d346b0c591.jpg,https://srishringarr.com/yn/uploads/2025/07/ring137on_686d346b1b5cf.jpg"
ring139on,"Pretty Leaf Finger Ring",,jewellery,18,0,500,150,500,4,"https://srishringarr.com/yn/uploads/2026/04/RING139ON_1777556315_69f35b5ba1f79.jpg,https://srishringarr.com/yn/uploads/2026/04/RING139ON_1777555594_69f3588a7a24d.jpg,https://srishringarr.com/yn/uploads/2026/04/RING139ON_1777555056_69f35670366d8.jpg,https://srishringarr.com/yn/uploads/2026/04/RING139ON_1777554963_69f35613144a1.jpg,https://srishringarr.com/yn/uploads/2026/04/RING139ON_1777552822_69f34db664b5a.jpg,https://srishringarr.com/yn/uploads/2025/07/ring139on_686d3469c74ac.jpg,https://srishringarr.com/yn/uploads/2025/07/ring139on_686d3469d5222.jpg,https://srishringarr.com/yn/uploads/2025/07/ring139on_686d346a00cc6.jpg,https://srishringarr.com/yn/uploads/2025/07/ring139on_686d346a17233.jpg,https://srishringarr.com/yn/uploads/2025/07/ring139on_686d346a41df7.jpg,https://srishringarr.com/yn/uploads/2025/07/ring139on_686d346a58023.jpg"
ring163on,"Modern Styled Finger Ring",,jewellery,18,0,1000,300,1000,1,"https://srishringarr.com/yn/uploads/2026/04/RING163ON_1777552822_69f34db6e37a9.jpg,https://srishringarr.com/yn/uploads/2026/04/RING163ON_1777554963_69f356136e73f.jpg,https://srishringarr.com/yn/uploads/2026/04/RING163ON_1777555056_69f3567091406.jpg,https://srishringarr.com/yn/uploads/2026/04/RING163ON_1777555594_69f3588abd163.jpg,https://srishringarr.com/yn/uploads/2026/04/RING163ON_1777556315_69f35b5bcf3df.jpg,https://srishringarr.com/yn/uploads/2025/07/ring163on_686d346965744.jpg,https://srishringarr.com/yn/uploads/2025/07/ring163on_686d34697c2f8.jpg,https://srishringarr.com/yn/uploads/2025/07/ring163on_686d34699274e.jpg,https://srishringarr.com/yn/uploads/2025/07/ring163on_686d3469a9345.jpg"
ring164on,"Dew Drop Finger Ring",,jewellery,18,0,1000,300,1000,3,"https://srishringarr.com/yn/uploads/2026/04/RING164ON_1777552823_69f34db76c2b8.jpg,https://srishringarr.com/yn/uploads/2026/04/RING164ON_1777554963_69f3561390e41.jpg,https://srishringarr.com/yn/uploads/2026/04/RING164ON_1777555056_69f35670b9973.jpg,https://srishringarr.com/yn/uploads/2026/04/RING164ON_1777555594_69f3588ad6a9f.jpg,https://srishringarr.com/yn/uploads/2026/04/RING164ON_1777556315_69f35b5bf3b75.jpg,https://srishringarr.com/yn/uploads/2025/07/ring164on_686d34688e846.jpg,https://srishringarr.com/yn/uploads/2025/07/ring164on_686d3468a3fa1.jpg,https://srishringarr.com/yn/uploads/2025/07/ring164on_686d3468b93d6.jpg,https://srishringarr.com/yn/uploads/2025/07/ring164on_686d3468e8325.jpg"
ring173on,"Simple Floral Ring",,jewellery,18,0,150,45,150,28,"https://srishringarr.com/yn/uploads/2026/04/RING173ON_1777556316_69f35b5c2553d.jpg,https://srishringarr.com/yn/uploads/2026/04/RING173ON_1777555595_69f3588b00535.jpg,https://srishringarr.com/yn/uploads/2026/04/RING173ON_1777555056_69f35670d533d.jpg,https://srishringarr.com/yn/uploads/2026/04/RING173ON_1777554963_69f35613b96e8.jpg,https://srishringarr.com/yn/uploads/2026/04/RING173ON_1777552823_69f34db7965d8.jpg,https://srishringarr.com/yn/uploads/2025/07/ring173on_686d3468039da.jpg,https://srishringarr.com/yn/uploads/2025/07/ring173on_686d346816dd3.jpg,https://srishringarr.com/yn/uploads/2025/07/ring173on_686d3468311be.jpg,https://srishringarr.com/yn/uploads/2025/07/ring173on_686d346844f8b.jpg,https://srishringarr.com/yn/uploads/2025/07/ring173on_686d346859a8c.jpg,https://srishringarr.com/yn/uploads/2025/07/ring173on_686d346871129.jpg"
ring174on,"Colourful Two Finger ring with Pearl Chain",,jewellery,18,0,500,150,500,16,"https://srishringarr.com/yn/uploads/2026/04/RING174ON_1777556316_69f35b5c3d1e8.jpg,https://srishringarr.com/yn/uploads/2026/04/RING174ON_1777555595_69f3588b1c854.jpg,https://srishringarr.com/yn/uploads/2026/04/RING174ON_1777555057_69f356710b3ad.jpg,https://srishringarr.com/yn/uploads/2026/04/RING174ON_1777554963_69f35613da390.jpg,https://srishringarr.com/yn/uploads/2026/04/RING174ON_1777552823_69f34db7b9f29.jpg,https://srishringarr.com/yn/uploads/2025/07/ring174on_686d34679e65c.jpg,https://srishringarr.com/yn/uploads/2025/07/ring174on_686d3467aee8e.jpg,https://srishringarr.com/yn/uploads/2025/07/ring174on_686d3467bf258.jpg,https://srishringarr.com/yn/uploads/2025/07/ring174on_686d3467d1a35.jpg,https://srishringarr.com/yn/uploads/2025/07/ring174on_686d3467e2a4e.jpg"
